Genome ID	Genome Name	Organism Name	NCBI Taxon ID	Genome Status	Strain	Serovar	Biovar	Pathovar	MLST	Other Typing	Culture Collection	Type Strain	Completion Date	Publication	BioProject Accession	BioSample Accession	Assembly Accession	SRA Accession	GenBank Accessions	RefSeq Accessions	Sequencing Centers	Sequencing Status	Sequencing Platform	Sequencing Depth	Assembly Method	Chromosomes	Plasmids	Contigs	Genome Length	GC Content	PATRIC CDS	RefSeq CDS	Isolation Site	Isolation Source	Isolation Comments	Collection Date	Isolation Country	Geographic Location	Latitude	Longitude	Altitude	Depth	Other Environmental	Host Name	Host Gender	Host Age	Host Health	Body Sample Site	Body Sample Subsite	Other Clinical	AntiMicrobial Resistance	AntiMicrobial Resistance Evidence	Gram Stain	Cell Shape	Motility	Sporulation	Temperature Range	Optimal Temperature	Salinity	Oxygen Requirement	Habitat	Disease	Comments	Additional Metadata	Coarse Consistency	Fine Consistency	Checkm Completeness	Checkm Contamination	Genome Quality Flags	Genome Quality	Date Inserted	Date Modified
553482.3	Streptococcus equi subsp. equi 4047	Streptococcus equi subsp. equi 4047	553482	Complete	4047				MLST.Streptococcus_zooepidemicus.179				2009-03-26T00:00:00Z	19325880	PRJNA30765	SAMEA2272426	GCA_000026585.1		FM204883	NC_012471	The Wellcome Trust Sanger Institute	complete				1		1	2253793	41.3	2302	2001																					+	Coccus	No	No	Mesophilic	-		Facultative	Host-associated	Strangles	Streptococcus equi subsp. equi str. 4047.   Streptococcus equi equi is an obligate parasitic bacterium and is the causative agent of a serious upper respiratory tract disease within members of the family Equidae (horses), called strangles. Strangles is a highly contagious disease of the nasopharynx and lymph nodes. The genome sequence of this organism will provide information into the production and regulation of virulence factors involved in this disease.;genome length too large		99.9	99.5	100			Good	2014-12-08T22:13:30.242Z	2015-03-16T03:17:09.594Z
1051072.7	Streptococcus equi subsp. zooepidemicus ATCC 35246	Streptococcus equi subsp. zooepidemicus ATCC 35246	1051072	Complete	ATCC 35246				MLST.Streptococcus_zooepidemicus.194		ATCC 35246	no	2011-06-30T00:00:00Z	21914890	PRJNA68327	SAMN02603034	GCA_000219765.1		CP002904.1	NC_017582.1	BGI, China	complete	454-GS-FLX	51x		1		1	2167264	0.42	2143	2087		dead pig in Sichuan province, China			China	China: Sichuan province						Pig, Sus scrofa			Dead							Coccus-shaped	Nonmotile	Nonsporulating	Mesophile	37C		Facultative	Host		-		99.6	99.3	100	0.8		Good	2014-12-08T22:13:30.263Z	2015-03-16T03:17:09.594Z
1403449.3	Streptococcus equi subsp. zooepidemicus CY		1403449	Complete	CY				MLST.Streptococcus_zooepidemicus.194				2014-05-30T00:00:00Z	-	PRJNA221123	SAMN02997653	GCA_000696505.1		CP006770.1	NZ_CP006770.1	Bioinformatics Center		Roche 454 GS Junior	51X	Newbler v. 2.74	1		1	2107382	41.7	2091	1999				1998	China	China: Nanjing						Pig, Sus scrofa																			Comparative analysis to improve the understanding of this species		99.4	99.2	100			Good	2014-12-08T22:41:54.340Z	2015-03-16T03:17:09.594Z
552526.8	Streptococcus equi subsp. zooepidemicus MGCS10565	Streptococcus equi subsp. zooepidemicus MGCS10565	552526	Complete	MGCS10565				MLST.Streptococcus_zooepidemicus.72				2008-08-11T00:00:00Z	18716664	PRJNA30781	SAMN02603943	GCA_000020765.1		CP001129	NC_011134	The Methodist Hospital Research Institute|Integrated Genomics	complete				1		1	2024171	41.8	2005	1893																					+	Coccus	No	No	Mesophilic	-		Facultative	Host-associated		Streptococcus equi subsp. zooepidemicus str. MGCS10565. Streptococcus equi subsp. zooepidemicus str. MGCS10565 was responsible for a large and severe epidemic outbreak of poststreptococcal glomerulonephritis.		99.9	99.9	100	5		Good	2014-12-08T22:13:30.283Z	2015-03-16T03:17:09.594Z
40041.11	Streptococcus equi subsp. zooepidemicus strain H70	Streptococcus equi subsp. zooepidemicus	40041	Complete	H70				MLST.Streptococcus_zooepidemicus.1				2009-03-26T00:00:00Z		PRJNA30767		GCA_000026605.1		FM204884	NC_012470	The Wellcome Trust Sanger Institute	complete				1		1	2149868	41.5	2084	1869												Human, Homo sapiens									+	Coccus	No	No	Mesophilic	-		Facultative	Host-associated	Inflammatory airway disease	Streptococcus equi subsp. zooepidemicus str. H70. This bacterium is part of the normal bacterial flora in horses, however, it has also been isolated from a number of other mammals including humans. S. equi subsp. zooepidemicus is the cause of Inflammatory Airway Disease (IAD) in horses. This organism is also an opportunistic pathogen which can cause infections in the upper respiratory tract, uterus, umbilicus and in open wounds. 		99.7	99.6	100			Good	2014-12-08T22:13:30.253Z	2015-03-16T03:17:09.594Z
1335.9	Streptococcus equinus strain AG46		1335	Complete	AG46								2015-03-27T00:00:00Z		PRJNA239123	SAMN02841210	GCF_000964315.1		JNLO01000000		DOE Joint Genome Institute		Illumina HiSeq 2000; Illumina HiSeq	Unknown	HGAP v. 2.0.1			1	1930741	37.45	1876																																The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.		99.4	97.8	99	4.7		Good	2016-01-17T15:51:36.619Z	2016-01-17T15:51:36.619Z
RB-15-S-gallolyticus-9L-1503-1121-L	Streptococcus gallolyticus 9L-1503 1121 L																																																																							
RB-07-S-gallolyticus-NTB1	Streptococcus gallolyticus NTB1																																																																							
RB-19-S-gallolyticus-NTB11	Streptococcus gallolyticus NTB11																																																																							
RB-02-S-gallolyticus-NTB12	Streptococcus gallolyticus NTB12																																																																							
RB-21-S-gallolyticus-NTB4	Streptococcus gallolyticus NTB4																																																																							
315405.9	Streptococcus gallolyticus strain ICDDRB-NRC-S1		315405	Complete	ICDDRB-NRC-S1								2015-12-22T00:00:00Z		PRJNA306242	SAMN04348601	GCF_001477575.1	SRR3031661	CP013688	NZ_CP013688.1	Nestle Research Center and Nestle Institute of Health Sciences		PacBio	173x	HGAP v. 2.0	1		1	2052496	37.65	2259	1796		stool of a child hospitalized at icddr,b hospital in Dhaka		2011	Bangladesh	Bangladesh																				C			Multiple		Sequencing of fecal Streptococcus isolated from the acute diarrhea stool of a hospitalized child diagnosed with E. coli diarrhea using PacBio long reads sequencing technology to obtain complete genome genome	collected_by:S. Sarker	99.1	98.3	99	5		Good	2016-01-31T18:08:49.612Z	2016-01-31T18:08:49.612Z
981539.3	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143	981539	Complete	ATCC 43143				MLST.Streptococcus_gallolyticus.12				2011-05-28T00:00:00Z	21633709	PRJNA62517		GCA_000270145.1		AP012053	NC_017576.1	National Yang-Ming University, Taiwan	complete				1		1	2362241	37.52	2306	2295																										-					-		98.7	98	99	1.2		Good	2014-12-08T22:13:30.332Z	2015-03-16T03:17:09.594Z
990317.3	Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	990317	Complete	ATCC BAA-2069				MLST.Streptococcus_gallolyticus.6				2011-03-03T00:00:00Z		PRJNA63179	SAMEA2272408	GCA_000203195.1		FR824043,FR824044	NC_015215,NC_015219	Herz- und Diabeteszentrum Nordrhein-Westfalen Universitat Bochum	complete				1	1	2	2377209	37.64	2317	2329																										-					This strain will be used for comparative analysis		98.8	98	99	1.3		Good	2014-12-08T22:13:30.342Z	2015-03-16T03:17:09.594Z
RB-17-S-gallolyticus-subsp-macedonicus-NTB3-	Streptococcus gallolyticus subsp. macedonicus NTB3																																																																							
637909.5	Streptococcus gallolyticus UCN34	Streptococcus gallolyticus UCN34	637909	Complete	UCN34				MLST.Streptococcus_gallolyticus.41				2010-02-11T00:00:00Z	20139183	PRJNA34729	SAMEA2272396	GCA_000027185.1		FN597254	NC_013798	Institut Pasteur	complete				1		1	2350911	37.6	2248	2223		patient	responsible for endocarditis in a patient also suffering from colon cancer									Human, Homo sapiens			endocarditis						+	Coccus	No	No	Mesophilic	-		Facultative			Streptococcus gallolyticus UCN34.This strain was responsible for endocarditis in a patient also suffering from colon cancer.This genome will be used for comparative analysis.		99.1	98.4	99.3	0.9		Good	2014-12-08T22:13:30.322Z	2015-03-16T03:17:09.594Z
637909.5	Streptococcus gallolyticus UCN34																																																																							
RB-12-S-gallolyticus-UCN50	Streptococcus gallolyticus UCN50																																																																							
467705.9	Streptococcus gordonii str. Challis substr. CH1	Streptococcus gordonii str. Challis substr. CH1	467705	Complete	Challis								2007-09-11T00:00:00Z	17720781	PRJNA66	SAMN02603977	GCA_000017005.1		CP000725	NC_009785	TIGR	complete				1		1	2196662	40.5	2075	2051																					+	Coccus	No	No	Mesophilic	37		Facultative	Host-associated	Dental caries;Peridontitis	Streptococcus gordonii strain Challis. This strain is used extensively in the laboratory because of its well characterized transformation system.		100	99.9	99.5	0.6		Good	2014-12-08T22:13:30.359Z	2015-03-16T03:17:09.594Z
1302.18	Streptococcus gordonii strain KCOM 1506 (= ChDC B679)		1302	Complete	KCOM 1506 (= ChDC B679)								2015-09-11T00:00:00Z		PRJNA270133	SAMN03263085	GCF_001281105.1		CP012648	NZ_CP012648.1	Chosun University		Illumina HiSeq	1331.0x	AllPaths_LG v. 47944; SSPACE v. 2.3.1;	1		1	2283306	40.58	2228	2096		Acute pulpitis		2005-03-01	South Korea	Korea: Gwangju					env_biome:Acute pulpitis	Human, Homo sapiens									Positive	Cocci	No			37C		Anaerobic	HostAssociated		Analyzing virulence factors of Streptococcus gordonii KCOM 1506		99.9	99.6	99.5	0.7		Good	2016-01-17T17:06:06.641Z	2016-01-17T17:06:06.641Z
102684.9	Streptococcus infantarius strain ICDDRB-NRC-S5		102684	Complete	ICDDRB-NRC-S5								2015-12-22T00:00:00Z		PRJNA306242	SAMN04348603	GCF_001477615.1	SRR3031689	CP013689	NZ_CP013689.1	Nestle Research Center and Nestle Institute of Health Sciences		PacBio	163x	HGAP v. 2.0	1		1	1818293	37.75	1871	1626		stool of a child hospitalized at icddr,b hospital in Dhaka		2011	Bangladesh	Bangladesh																				C			Multiple		Sequencing of fecal Streptococcus isolated from the acute diarrhea stool of a hospitalized child diagnosed with E. coli diarrhea using PacBio long reads sequencing technology to obtain complete genome genome	collected_by:S. Sarker	99.4	98.3	99.3	2.3		Good	2016-01-31T18:12:05.768Z	2016-01-31T18:12:05.768Z
1069533.5	Streptococcus infantarius subsp. infantarius CJ18	Streptococcus infantarius subsp. infantarius CJ18	1069533	Complete	CJ18						 		2012-02-06T00:00:00Z	22461547	PRJNA70717	SAMN02603507	GCA_000246835.1		CP003295.1,CP003296.1	NC_016826.1,NC_016837.1	Laboratory of Food Biotechnology ETH Zurich, Switzerland	complete				1	1	2	2008249	37.5743	2045	1906																															-		99	97.9	99.5	3.9		Good	2014-12-08T22:13:30.407Z	2015-03-16T03:17:09.594Z
1318633.3	Streptococcus iniae SF1	Streptococcus iniae SF1	1318633	Complete	SF1								2013-05-30T00:00:00Z		PRJNA196817	SAMN02603405	GCA_000403625.1		CP005941.1	NC_021314.1	Institute of Oceanology, Chinese Academy of Sciences	complete	Roche FLX+; Illumina Miseq; ABI 3730	272.38X	Newbler v. 2.6; SSPACE v. 2.0; GapCloser	1		1	2149844	36.7	2118	2125					China	China						Fish									Positive										Streptococcus iniae SF1, complete genome.   S. iniae SF1 is a pathogenic strain that had caused an epidemic in farmed flounder of China.;missing tRNA genes		99.3	98.6	98.7	2.4		Good	2014-12-08T22:13:30.498Z	2015-03-16T03:17:09.594Z
1346.13	Streptococcus iniae strain ISET0901		1346	Complete	ISET0901								2014-04-28T00:00:00Z	24903878	PRJNA244502	SAMN02726853	GCA_000648525.1		CP007586.1	-	USDA, ARS		Illumina	1093x	BioNumerics v. 6.6	1		1	2070822	36.8	2018	1872		tilapia		2005	Israel	Israel																									Complete genome of a virulent Streptococcus iniae isolated from diseased tilapia;missing tRNA genes		99.4	98.7	98.7	2.1		Good	2014-12-08T22:39:43.278Z	2015-03-16T03:17:09.594Z
1346.14	Streptococcus iniae strain ISNO		1346	Complete	ISNO								2014-04-28T00:00:00Z	21708205,24874684	PRJNA244738	SAMN02728459	GCA_000648555.1		CP007587.1	-	USDA, ARS		Illumina	699x	BioNumerics v. 6.6	1		1	2070182	36.8	2016	1865		lab selection		2010	United States	USA:Alabama																									Complete sequence of an attenuated novobiocin-resistant Streptococcus iniae vaccine strain ISNO;missing tRNA genes		99.4	98.7	98.7	1.9		Good	2014-12-08T22:39:43.691Z	2015-03-16T03:17:09.594Z
1346.3	Streptococcus iniae strain YSFST01-82		1346	Complete	YSFST01-82								2015-06-02T00:00:00Z	25908134	PRJNA271544	SAMN03286870	GCF_000831485.1		CP010783	NZ_CP010783.1	ChunLab, Inc		454 GS FLX Titanium	64.60x	Newbler v. 2.5.3	1		1	2086959	36.82	2027	1897		tissue from oliver flounder	isolated from oliver flounder with streptococcosis disease in Jeju of South Korea	2012-11-01	South Korea	South Korea: Jeju island																									Streptococcus iniae YSFST01-82 isolated from oliver flounder with streptococcosis disease in Jeju of South Korea.	sample_type:culture	99.4	99	98.7	1.2		Good	2016-01-17T15:43:17.545Z	2016-01-17T15:43:17.545Z
862967.3	Streptococcus intermedius B196	Streptococcus intermedius B196	862967	Complete	B196								2013-09-03T00:00:00Z		PRJNA50415	SAMN02603659	GCA_000463355.1		CP003857.1	NC_022246.1	National Microbiology Laboratory, Public Health Agency of Canada	complete				1		1	1996214	37.6	1927	1815																															-		99.5	99	96.9	0.5		Good	2014-12-08T22:13:30.516Z	2015-03-16T03:17:09.594Z
862966.3	Streptococcus intermedius C270	Streptococcus intermedius C270	862966	Complete	C270								2013-09-03T00:00:00Z		PRJNA50413	SAMN02603658	GCA_000463385.1		CP003858.1	NC_022237.1	National Microbiology Laboratory, Public Health Agency of Canada	complete				1		1	1960728	37.6	1917	1778																															-		99.5	99	97.4	0.5		Good	2014-12-08T22:13:30.534Z	2015-03-16T03:17:09.594Z
591365.3	Streptococcus intermedius JTH08	Streptococcus intermedius JTH08	591365	Complete	JTH08								2012-06-16T00:00:00Z		PRJNA33443		GCA_000306805.1		AP010969.1	NC_018073.1	Juntendo University School of Medicine	complete				1		1	1933610	29.3	1883	1705																					Positive	Cocci	No								Streptococcus intermedius JTH08.This strain will be used for comparative genome analysis.		99.8	99.6	97.4	0.5		Good	2014-12-08T22:13:30.560Z	2015-03-16T03:17:09.594Z
1338.26	Streptococcus intermedius strain KCOM 1545 (= ChDC B718)		1338	Complete	KCOM 1545								2015-09-22T00:00:00Z		PRJNA270135	SAMN03263087	GCA_001296205.1		CP012718		Chosun University		Illumina HiSeq	1331.0x	AllPaths_LG v. 47944; SSPACE v. 2.3.1;	1		1	1908201	37.57	1913	1746		endodontic infection		2005-03-01	South Korea	South Korea: Gwangju					env_biome:endodontic infection	Human, Homo sapiens									Positive	Cocci	No			37C		Aerobic	HostAssociated		Analyzing virulence factors of Streptococcus intermedius KCOM 1545;missing tRNA genes		99.8	99.1	97.4	0.5		Good	2016-01-17T17:10:29.851Z	2016-01-17T17:10:29.851Z
1076934.5	Streptococcus lutetiensis 033	Streptococcus lutetiensis 033	1076934	Complete	33								2013-07-26T00:00:00Z		PRJNA72209	SAMN02603123	GCA_000441535.1		CP003025.1	NC_021900.1	Chinese Center for Disease Control and Prevention	complete				1		1	1975547	37.7	2020	1890		a diarrheal child		2006	China	China																									Streptococcus bovis group associated with diarrhea in children.		99.5	98.6	99.5	0.9		Good	2014-12-08T22:13:30.577Z	2015-03-16T03:17:09.594Z
RB-09-S-macedonicus-8SP---S-bovis	Streptococcus macedonicus 8SP - Streptococcus bovis																																																																							
59310.6	Streptococcus macedonicus ACA-DC 198	Streptococcus macedonicus	1116231	Complete	ACA-DC 198								2012-01-16T00:00:00Z		PRJNA76965	SAMEA2272145	GCA_000283635.1		HE613569,HE613570	NC_016749.1,NC_016750.1	University of Athens, Greece					1		1	2130034	37.63	2178	1977																															-		99.2	98.4	99	1.7		Good	2014-12-08T22:13:30.596Z	2015-03-16T03:17:09.594Z
RB-06-S-macedonicus-ACA-DC-205	Streptococcus macedonicus ACA-DC 205																																																																							
RB-04-S-macedonicus-CIP105685T	Streptococcus macedonicus CIP105685T																																																																							
59310.16	Streptococcus macedonicus strain 19AS																																																																							
59310.8	Streptococcus macedonicus strain 33MO																																																																							
365659.3	Streptococcus mitis B6	Streptococcus mitis B6	365659	Complete	B6								2010-02-16T00:00:00Z		PRJNA16302	SAMEA3138244	GCA_000027165.1		FN568063	NC_013853	Department of Microbiology, University of Kaiserslautern	complete				1		1	2146611	40	2097	2004		hospital	isolated from a hospital in Bochum, Germany		Germany	Germany: Bochum															+	Coccus	No	No	Mesophilic	-		Aerobic	Host-associated	Bacterial endocarditis	Streptococcus mitis strain B6. This strain was isolated from a hospital in Bochum, Germany.		99.8	99.3	99.3			Good	2014-12-08T22:13:30.719Z	2015-03-16T03:17:09.594Z
28037.222	Streptococcus mitis strain KCOM 1350 (=ChDC B183)		28037	Complete	KCOM 1350 (= ChDC B183)								2015-09-11T00:00:00Z		PRJNA270122	SAMN03263069	GCA_001281025.1		CP012646	NZ_CP012646.1	Chosun University		Illumina HiSeq	1331.0x	AllPaths_LG v. 47944; SSPACE v. 2.3.1;	1		1	1906344	40.21	1871	1786		Mandibular osteomyelitis		2005-03-01	South Korea	Korea: Gwangju					env_biome:Mandibular osteomyelitis	Human, Homo sapiens									Positive	Cocci	No			37C		Facultative	HostAssociated		Analyzing virulence factors of Streptococcus mitis KCOM 1350		99.9	99.6	100	0.5		Good	2016-01-17T17:06:05.572Z	2016-01-17T17:06:05.572Z
28037.232	Streptococcus mitis strain SVGS_061		28037	Complete	SVGS_061	serovar GS_061							2016-02-12T00:00:00Z		PRJNA311086	SAMN04461788	GCF_001560895.1		CP014326	NZ_CP014326.1	MD Anderson		PacBio/Illumina	151x	HGAP/HybridSpades/Seqman NGen v.	1		1	2167922	39.97	2007	1954		blood		14-Dec-2011	United States	USA: Houston, Texas, MD Anderson Cancer Center						Human, Homo sapiens	male	25	viridans group streptococcal shock syndrome			host_description:Neutropenic Cancer Patient (AML);host_health_state:neutropenic								C				viridans group streptococcal shock syndrome	While typically a commensal, Streptococcus mitis is frequently the cause causes invasive infections inn compromised individuals. The strain reported (SVGS_061) caused VGS shock syndrome in a neutropenic cancer patient. The investigation of this strain may aid in determining the cause of pathogeneisis of invasions caused by Streptococcus mitis.	collected_by:MD Anderson Cancer Center	99.9	99.4	100	0.3		Good	2016-03-01T20:25:33.232Z	2016-03-01T20:25:33.232Z
1198676.3	Streptococcus mutans GS-5	Streptococcus mutans GS-5	1198676	Complete	GS-5	serovar c							2012-06-25T00:00:00Z		PRJNA168469	SAMN02603489	GCA_000271865.1		CP003686.1	NC_018089.1	KUMC	complete				1		1	2027088	36.8	1965	1878																					Positive	Cocci	No	No	Mesophilic	37C	Mesophilic	Microaerophilic	Multiple	Dental caries	Determination of Complete Genome Sequence of Streptococcus mutans GS-5, a Serotype c Strain		99.6	98.7	100	0.7		Good	2014-12-08T22:13:31.281Z	2015-03-16T03:17:09.594Z
1155071.4	Streptococcus mutans LJ23		1155071	Complete		serovar k							2012-05-10T00:00:00Z	22535936	PRJDB67		GCF_000284575.1		AP012336	NC_017768.1	Tokyo Medical and Dental University Graduate School of Medical and Dental Sciences		Sanger; Roche 454	88x	Newbler v. 2.5.1; Phrap v. 1.090518;	1		1	2015626	37.05	1986	1921																					Positive	Cocci	No		Cryophilic	37		Facultative	HostAssociated	Dental caries	Complete Genome Sequence of the serotype k Streptococcus mutans LJ23, isolated from oral cavity of a Japanese patient		100	99.5	100	0.7		Good	2016-01-17T15:29:06.384Z	2016-01-17T15:29:06.384Z
511691.3	Streptococcus mutans NN2025	Streptococcus mutans NN2025	511691	Complete	NN2025	serovar c							2009-07-31T00:00:00Z	19656368	PRJNA28997		GCA_000091645.1		AP010655	NC_013928	The Institute of Medical Science, Tokyo University|Graduate School of Frontier Sciences (Dr. Masahira Hattori)	complete				1		1	2013587	36.85	1905	1895			isolated in Japan in 2002	2002	Japan	Japan															+	Coccus	No	No	Mesophilic	-		Facultative	Host-associated	Dental caries;Endocarditis	Streptococcus mutans NN2025. This strain is a clinical serotype c strain isolated in Japan in 2002.  		99.9	99.6	100			Good	2014-12-08T22:13:31.463Z	2015-03-16T03:17:09.594Z
1309.86	Streptococcus mutans strain NG8		1309	Complete	NG8	c							2016-02-11T00:00:00Z		PRJNA298029	SAMN04155244	GCF_001558215.1	SRR2939220	CP013237	NZ_CP013237.1	University of Florida		Pacific Biosciences	100X	HGAP.3 v. V1	1		1	1984441	36.89	1929	1843		New Guinea Indigenes		1978	Papua New Guinea	Papua New Guinea																				37 C		Microaerophilic	HostAssociated		S. mutans strain NG8 was sequenced in order to identify supressor mutations acquired after deletion of the yidC2 gene, which encodes a membrane protein important for virulence.	sample_type:whole organism	100	99.9	100			Good	2016-03-01T19:28:27.145Z	2016-03-01T19:28:27.145Z
210007.7	Streptococcus mutans UA159	Streptococcus mutans UA159	210007	Complete	UA159	serovar c							2002-10-25T00:00:00Z	12397186	PRJNA333	SAMN02604090	GCA_000007465.2		AE014133	NC_004350	University of Oklahoma	complete				1		1	2030921	36.8	1926	1960		child with active dental caries	isolated from a child with active dental caries in 1982	1982								Human, Homo sapiens									+	Coccus	No	No	Mesophilic	37		Facultative	Host-associated	Dental caries	Streptococcus mutans strain UA159. This strain is a serotype c strain isolated from a child with active dental caries in 1982.		100	99.9	100			Good	2014-12-08T22:13:32.351Z	2015-03-16T03:17:09.594Z
1437447.3	Streptococcus mutans UA159-FR		1437447	Complete	UA159-FR								2015-01-09T00:00:00Z	-	PRJNA231968	SAMN03278343	GCA_000817065.1		CP007016.1	NZ_CP007016.1	Jilin University		PACBIO RS; Hiseq 2000	348x; 623x	Celera Assembler v. 7.0; SOAPdenovo v.	1		1	2031692	36.83	1958	1865																															Fluoride-resistant strains possess stronger acidogenicity and aciduricity.The complete genome sequence of S. mutans UA159-FR enables us to better master complexity and genetic specificity of this microorganism. At the gene level ,we parse the virulence characteristics of this bacteria , these discoveries provide a theoretical basis for studying its pathogenic ability and screening drugs to prevent dental caries.		99.8	99.5	100			Good	2015-03-12T13:45:04.373Z	2015-03-16T03:17:09.594Z
1302863.3	Streptococcus oligofermentans AS 1.3089	Streptococcus oligofermentans AS 1.3089	1302863	Complete	AS 1.3089								2013-05-01T00:00:00Z	23788543	PRJNA192658	SAMN02603400	GCA_000385925.1		CP004409.1	NC_021175.1	Institute of Microbiology, Chinese Academy of Sciences	complete	454	28x	Newbler v. 3.0	1		1	2142100	42.1	2217	2069																					Positive										Whole Genome sequence of an oral commensal.		99.4	98.8	98.7	1		Good	2014-12-08T22:13:32.378Z	2015-03-16T03:17:09.594Z
927666.3	Streptococcus oralis Uo5	Streptococcus oralis Uo5	927666	Complete	Uo5				MLST.Streptococcus_oralis.59				2011-03-23T00:00:00Z	21460080	PRJNA60241	SAMEA2272261	GCA_000253155.1		FR720602	NC_015291	Department of Microbiology, University of Kaiserslautern|Nano+Bio Center, University of Kaiserslautern	complete				1		1	1958690	41.14	1847	1907																										-					Streptococcus oralis Uo5.This strain will be used for comparative genome analysis.		99.4	98.8	99.5	0.5		Good	2014-12-08T22:13:32.465Z	2015-03-16T03:17:09.594Z
1114965.3	Streptococcus parasanguinis FW213	Streptococcus parasanguinis FW213	1114965	Complete	FW213								2012-05-09T00:00:00Z	22529932	PRJNA76769	SAMN02603112	GCA_000262145.1		CP003122.1	NC_017905.1	Chang Gung University	complete				1		1	2171609	41.6	2012	2019																															Streptococcus parasanguinis is a member of the viridans streptococci that constitute the major population of the oral microbial ecosystem in human.  In its primary niche, oral cavity, S. parasanguinis is one of the early colonizers of the tooth surface.		99.1	98.7	99	1.2		Good	2014-12-08T22:13:32.566Z	2015-03-16T03:17:09.594Z
936154.3	Streptococcus parauberis KCTC 11537	Streptococcus parauberis KCTC 11537	936154	Complete	KCTC 11537								2011-05-17T00:00:00Z	21531805	PRJNA61187	SAMN02603301	GCA_000213825.1		CP002471	NC_015558	Gyeongsang National University, Aquatic Biotechnology Center of WCU project	complete				1		1	2143887	35.55	2351	1868																										-					No description provided		99	95.9	98.6	7.8		Good	2014-12-08T22:13:32.585Z	2015-03-16T03:17:09.594Z
981540.3	Streptococcus pasteurianus ATCC 43144	Streptococcus pasteurianus ATCC 43144	981540	Complete	ATCC 43144								2011-05-28T00:00:00Z		PRJNA62519		GCA_000270165.1		AP012054	NC_015600	National Yang-Ming University, Taiwan	complete				1		1	2100077	37.38	2042	1869																										-					-		99.2	98.2	99	3.1		Good	2014-12-08T22:13:32.631Z	2015-03-16T03:17:09.594Z
189423.5	Streptococcus pneumoniae 670-6B	Streptococcus pneumoniae 670-6B	189423	Complete	670-6B	serovar 6B			MLST.Streptococcus_pneumoniae.90				2010-09-09T00:00:00Z		PRJNA292	SAMN02604004	GCA_000147095.1		CP002176	NC_014498	TIGR	complete				1		1	2240045	40	2506	2352		Spain	isolated in 1988 from Spain and is a serotype 6B isolate	1988	Spain	Spain															+	Coccus	No	No	Mesophilic	30-35		Facultative	Multiple	Pneumonia	 Streptococcus pneumoniae strain 670-6B. This strain was isolated in 1988 from Spain and is a serotype 6B isolate.		99.7	99.2	100	0.9		Good	2014-12-08T22:13:33.068Z	2015-03-16T03:17:09.594Z
488221.3	Streptococcus pneumoniae 70585	Streptococcus pneumoniae 70585	488221	Complete	70585								2009-03-27T00:00:00Z		PRJNA28043	SAMN02603446	GCA_000018965.1		CP000918	NC_012468	J. Craig Venter Institute	complete				1		1	2184682	39.7	2388	2202																					_	Coccus	No	No	Mesophilic	-		Facultative	Multiple	Pneumonia	Streptococcus pneumoniae 70585. Streptococcus pneumoniae 70585 will be used for comparative analysis.		99.8	99.3	100	0.4		Good	2014-12-08T22:13:33.106Z	2015-03-16T03:17:09.594Z
1408179.3	Streptococcus pneumoniae A026	Streptococcus pneumoniae A026	1408179	Complete	A026	serovar 19F					 		2013-11-01T00:00:00Z	24336372	PRJNA222882	SAMN02603401	GCA_000494795.1		CP006844.1	NC_022655.1	Institute of Microbiology, Chinese Academy of Sciences	complete	Illumina	504x	Velvet v. 1.2	1		1	2091879	39.8	2183	1911																															S.pneumoniae A026 (ST271, serotype 19F) is a clinical multidrug-resistant isolate.		99.4	98.9	100	0.3		Good	2014-12-08T22:13:33.181Z	2015-03-16T03:17:09.594Z
574093.3	Streptococcus pneumoniae AP200	Streptococcus pneumoniae AP200	574093	Complete	AP200				MLST.Streptococcus_pneumoniae.62				2010-09-07T00:00:00Z	18070957	PRJNA32641	SAMN02603428	GCA_000146975.1		CP002121	NC_014494	Istituto di Teconologie Biomediche, Consiglio Nazionale delle Ricerche|Istituto Superiore di Sanit????|Istituto di Teconologie Biomediche, Consiglio Nazionale delle Ricerche, Italia|Universit???? di Siena	complete				1		1	2130580	39.51	2366	2216		the cerebrospinal fluid of a patient with meningitis	isolate from the cerebrospinal fluid of a patient with meningitis in Italy in 2003	2003	Italy	Italy						Human, Homo sapiens			meningitis						+	Coccus	No	No	Mesophilic	-		Facultative	Host-associated	Pneumonia	Streptococcus pneumoniae AP200 . This strain is a clinical isolate from the cerebrospinal fluid of a patient with meningitis in Italy in 2003.		99.6	99	100	1		Good	2014-12-08T22:13:33.190Z	2015-03-16T03:17:09.594Z
